Tournament;Date;Series;Surface;Round;Winner;Loser;WRank;LRank;WPts;LPts;W1;L1;W2;L2;W3;L3;W4;L4;W5;L5;Wsets;Lsets;B365W;B365L;EXW;EXL;LBW;LBL;PSW;PSL;SJW;SJL
Medibank International;11/01/2010;ATP250;Hard;1st Round;Mayer L.;Andreev I.;76;36;607;1030;6;7;6;3;7;6;;;;;2;1;1,66;2,1;1,75;2,05;1,667;2,1;1,735;2,26;1,833;1,833
Medibank International;12/01/2010;ATP250;Hard;1st Round;Korolev E.;Querrey S.;52;25;854;1320;6;2;5;7;6;4;;;;;2;1;2,62;1,44;2,5;1,5;2,5;1,5;2,56;1,592;2,625;1,444
Medibank International;12/01/2010;ATP250;Hard;1st Round;Troicki V.;Serra F.;29;64;1220;665;7;6;6;4;;;;;;;2;0;1,44;2,62;1,53;2,4;1,5;2,5;1,571;2,61;1,5;2,5
Medibank International;12/01/2010;ATP250;Hard;1st Round;Becker B.;Chela J.I.;39;75;1009;611;6;3;6;3;;;;;;;2;0;2;1,72;1,87;1,87;1,833;1,833;2,12;1,826;1,833;1,833
Medibank International;12/01/2010;ATP250;Hard;1st Round;Benneteau J.;Sela D.;45;40;924;1006;6;3;6;1;;;;;;;2;0;1,66;2,1;1,65;2,15;1,571;2,25;1,8;2,15;1,571;2,25
Medibank International;12/01/2010;ATP250;Hard;1st Round;Fish M.;Ball C.;55;131;790;420;6;4;7;6;;;;;;;2;0;1,66;2,1;1,65;2,15;1,667;2,1;1,885;2,04;1,667;2,1
Medibank International;12/01/2010;ATP250;Hard;1st Round;Luczak P.;Acasuso J.;78;51;598;870;7;6;6;4;;;;;;;2;0;1,9;1,8;2;1,75;1,8;1,909;2,04;1,893;1,833;1,833
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Gasquet R.;Becker B.;53;39;805;1009;6;2;7;6;;;;;;;2;0;1,28;3,5;1,35;3,1;1,333;3,25;1,362;3,5;1,364;2,875
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Starace P.;Gimeno-Traver D.;62;73;682;613;6;3;3;2;;;;;;;1;0;1,36;3;1,4;2,85;1,364;3;1,444;3,06;1,364;2,875
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Fish M.;Korolev E.;55;52;790;854;6;1;6;2;;;;;;;2;0;1,72;2;1,8;1,95;1,727;2;1,935;1,99;1,8;1,909
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Mayer L.;Cuevas P.;76;50;607;899;6;4;6;2;;;;;;;2;0;1,66;2,1;1,6;2,3;1,727;2;1,658;2,4;1,615;2,2
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Baghdatis M.;Troicki V.;42;29;965;1220;7;5;6;3;;;;;;;2;0;1,8;1,9;1,87;1,87;1,727;2;1,952;1,971;1,8;1,909
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Benneteau J.;Dent T.;45;83;924;582;6;3;5;7;7;6;;;;;2;1;;;;;;;;;;
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Luczak P.;Berdych T.;78;21;598;1680;1;6;6;4;6;2;;;;;2;1;4;1,22;3,81;1,24;4,333;1,2;4,26;1,274;4;1,2
Medibank International;13/01/2010;ATP250;Hard;2nd Round;Hewitt L.;Seppi A.;22;49;1600;900;6;0;6;2;;;;;;;2;0;1,36;3;1,37;2,92;1,364;3;1,392;3,32;1,333;3,25
Medibank International;14/01/2010;ATP250;Hard;Quarterfinals;Gasquet R.;Starace P.;53;62;805;682;6;3;7;6;;;;;;;2;0;1,12;5,5;1,2;4,25;1,2;4,333;1,19;5,57;1,222;3,75
Medibank International;14/01/2010;ATP250;Hard;Quarterfinals;Benneteau J.;Mayer L.;45;76;924;607;6;4;6;7;6;0;;;;;2;1;1,72;2;1,9;1,85;1,727;2;1,917;2,01;1,727;2
Medibank International;14/01/2010;ATP250;Hard;Quarterfinals;Baghdatis M.;Hewitt L.;42;22;965;1600;4;6;6;2;6;3;;;;;2;1;2,62;1,44;2,55;1,5;2,375;1,533;2,74;1,526;2,375;1,533
Medibank International;14/01/2010;ATP250;Hard;Quarterfinals;Fish M.;Luczak P.;55;78;790;598;7;6;6;2;;;;;;;2;0;1,44;2,62;1,53;2,45;1,533;2,375;1,5;2,83;1,5;2,5
Medibank International;15/01/2010;ATP250;Hard;Semifinals;Gasquet R.;Benneteau J.;53;45;805;924;6;4;7;5;;;;;;;2;0;1,38;2,87;1,45;2,65;1,444;2,625;1,435;3,1;1,4;2,875
Medibank International;15/01/2010;ATP250;Hard;Semifinals;Baghdatis M.;Fish M.;42;55;965;790;6;4;6;7;7;6;;;;;2;1;1,44;2,62;1,48;2,53;1,444;2,625;1,459;2,99;1,5;2,5
Medibank International;16/01/2010;ATP250;Hard;The Final;Baghdatis M.;Gasquet R.;42;53;965;805;6;4;7;6;;;;;;;2;0;2;1,8;2,1;1,7;2;1,727;2,07;1,862;2,1;1,727
Australian Open;02/07/1905;Grand Slam;Hard;1st Round;Gonzalez F.;Rochus O.;11;59;2870;769;6;3;6;4;3;6;6;1;;;3;1;1,05;9;1,05;8,5;1,07;7,5;1,067;12;1,063;7,5
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Ljubicic I.;Kubler J.;24;86;1405;573;6;1;6;2;6;2;;;;;3;0;1,04;10;1,04;9,25;1,02;11;1,053;13,8;1,05;8
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Karlovic I.;Stepanek R.;39;13;1015;2525;2;6;7;6;6;4;3;6;6;4;3;2;3;1,36;3;1,37;2,75;1,4;3,21;1,413;2,625;1,444
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Mayer F.;Petzschner P.;60;81;746;582;0;6;2;6;6;4;6;2;6;2;3;2;1,4;2,75;1,5;2,45;1,5;2,5;1,5;2,83;1,444;2,625
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Odesnik W.;Kavcic B.;89;124;559;445;4;6;6;1;6;4;6;2;;;3;1;1,4;2,75;1,5;2,45;1,5;2,5;1,455;3,01;1,533;2,375
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Roddick A.;De Bakker T.;7;80;4510;586;6;1;6;4;6;4;;;;;3;0;1,02;12;1,04;9,25;1,02;11;1,025;21;1,01;15
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Golubev A.;Fish M.;131;54;407;835;6;2;1;6;6;3;6;3;;;3;1;3,25;1,33;3,4;1,3;3,5;1,286;4,04;1,295;3;1,333
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Murray A.;Anderson K.;4;148;6780;347;6;1;6;1;6;2;;;;;3;0;1,01;15;1,02;11,5;1,015;13;1,017;41;1,02;11
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Del Potro J.M.;Russell M.;5;90;6580;554;6;4;6;4;3;6;6;2;;;3;1;1,02;12;1,05;9;1,03;10;1,04;17;1,01;15
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Tomic B.;Rufin G.;289;173;150;287;6;3;6;4;6;4;;;;;3;0;1,53;2,37;1,63;2,23;1,533;2,375;1,633;2,46;1,571;2,25
Australian Open;18/01/2010;Grand Slam;Hard;1st Round;Nadal R.;Luczak P.;2;70;9310;635;7;6;6;1;6;4;;;;;3;0;1;21;1,01;13,5;1,01;17;1,016;43,5;1,01;17
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Verdasco F.;Ball C.;9;129;3300;420;6;7;7;6;7;5;6;2;;;3;1;1,03;11;1,04;9,25;1,063;8;1,045;15,5;1,05;8
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Korolev E.;Brands D.;53;91;860;550;6;2;7;5;7;5;;;;;3;0;1,25;3,75;1,32;3,2;1,3;3,4;1,3;3,99;1,333;3
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Berdych T.;Haase R.;21;390;1680;95;6;0;6;3;6;3;;;;;3;0;1,11;6;1,08;6,84;1,111;6;1,16;6,35;1,083;6,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Sorensen L.;Lu Y.H.;284;101;156;525;6;4;3;6;6;2;6;1;;;3;1;2,75;1,4;2,8;1,4;2,625;1,444;3,11;1,433;2,625;1,444
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Isner J.;Seppi A.;28;49;1260;900;6;3;6;3;3;6;5;7;6;4;3;2;1,4;2,75;1,42;2,75;1,364;3;1,488;2,88;1,5;2,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Sergeyev I.;Sela D.;209;41;225;1006;6;3;7;6;4;6;7;6;;;3;1;4;1,22;3,75;1,25;3,5;1,286;4,3;1,271;3,25;1,286
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Monfils G.;Ebden M.;12;251;2610;183;6;4;6;4;6;4;;;;;3;0;1,07;7,5;1,09;6,75;1,083;7;1,123;7,72;1,063;7,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Lopez F.;Cuevas P.;46;48;905;905;6;1;6;4;7;5;;;;;3;0;1,33;3,25;1,28;3,61;1,364;3;1,362;3,5;1,364;3
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Nieminen J.;Lindahl N.;132;235;398;191;6;2;7;5;6;4;;;;;3;0;1,28;3,5;1,28;3,49;1,3;3,4;1,314;3,86;1,333;3
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Cilic M.;Santoro F.;14;67;2430;645;7;5;7;5;6;3;;;;;3;0;1,03;11;1,04;9,25;1,03;10;1,047;15;1,013;15
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Schuettler R.;Querrey S.;107;29;505;1240;6;3;2;6;6;4;6;3;;;3;1;4;1,22;4,25;1,2;4;1,222;4,04;1,295;3,75;1,222
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Wawrinka S.;Garcia-Lopez G.;19;44;1765;954;6;3;6;3;6;2;;;;;3;0;1,25;3,75;1,25;3,7;1,2;4,33;1,325;3,78;1,2;4
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Kunitsyn I.;Acasuso J.;100;51;525;870;6;1;2;6;6;4;6;2;;;3;1;2,1;1,66;2,1;1,7;2,1;1,667;2,14;1,813;1,909;1,8
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Davydenko N.;Kindlmann D.;6;175;4930;278;6;1;6;0;6;3;;;;;3;0;1;21;1,02;11,5;1,01;17;1,02;31;1,02;11
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Ilhan M.;Grosjean S.;154;564;322;46;6;4;6;3;7;5;;;;;3;0;2,37;1,53;2,35;1,58;2,2;1,61;2,55;1,595;2,2;1,62
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Benneteau J.;Guez D.;43;133;969;381;0;6;6;4;7;6;7;6;;;3;1;1,22;4;1,23;3,89;1,25;3,75;1,27;4,3;1,222;3,75
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Lacko L.;Mayer L.;75;69;612;637;6;4;6;4;6;0;;;;;3;0;2,5;1,5;2,5;1,5;2,5;1,5;2,43;1,645;2,5;1,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Serra F.;Melzer J.;64;27;665;1260;6;1;6;7;6;4;4;6;6;3;3;2;2,37;1,53;2,15;1,65;2,25;1,571;2,39;1,662;2,25;1,571
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Bellucci T.;Gabashvili T.;35;102;1086;518;6;3;7;5;4;6;6;4;;;3;1;1,2;4,33;1,18;4,55;1,22;4;1,238;4,72;1,2;3,75
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Blake J.;Clement A.;45;55;935;797;7;5;7;5;6;2;;;;;3;0;1,33;3,25;1,38;2,95;1,364;3;1,345;3,62;1,4;2,75
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Granollers M.;Soderling R.;113;8;483;3410;5;7;2;6;6;4;6;4;6;2;3;2;6;1,11;5,2;1,14;5,5;1,12;6,46;1,156;5;1,143
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Kohlschreiber P.;Zeballos H.;26;50;1260;899;6;1;7;5;6;1;;;;;3;0;1,2;4,33;1,23;3,89;1,222;4;1,239;4,7;1,182;4,333
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Gicquel M.;Bolelli S.;57;98;775;529;7;6;7;6;6;3;;;;;3;0;1,44;2,62;1,49;2,5;1,444;2,625;1,426;3,14;1,444;2,625
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Federer R.;Andreev I.;1;37;10550;1030;4;6;6;2;7;6;6;0;;;3;1;1,01;15;1,02;11,5;1,015;13;1,022;26;1,013;13
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Kubot L.;Zverev M.;86;78;573;590;6;3;6;3;6;3;;;;;3;0;1,4;2,75;1,37;2,92;1,444;2,625;1,552;2,66;1,444;2,625
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Troicki V.;Lapentti N.;30;94;1220;540;4;6;6;3;6;1;6;3;;;3;1;1,22;4;1,23;3,89;1,25;3,75;1,305;3,95;1,25;3,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Giraldo S.;Robredo T.;114;16;483;2175;6;4;6;2;6;2;;;;;3;0;6,5;1,1;5,9;1,11;6;1,111;8,53;1,108;5,5;1,125
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Koubek S.;Ram R.;134;84;377;578;4;6;6;3;5;7;6;1;6;3;3;2;1,44;2,62;1,45;2,6;1,533;2,375;1,435;3,1;1,444;2,625
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Veic A.;Koellerer D.;224;73;208;617;6;4;3;6;6;7;6;1;6;4;3;2;2,25;1,57;;;2,2;1,615;2,38;1,667;2,25;1,571
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Monaco J.;Gulbis E.;33;82;1170;580;6;3;7;6;6;1;;;;;3;0;2,25;1,57;2,2;1,65;2,2;1,615;2,36;1,676;2,1;1,667
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Marchenko I.;Moya C.;119;509;455;55;7;6;7;5;6;3;;;;;3;0;1,8;1,9;1,7;2,1;1,727;2;1,82;2,13;1,833;1,833
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Haas T.;Greul S.;17;61;1855;739;6;7;6;4;6;2;6;1;;;3;1;1,16;4,5;1,17;4,67;1,2;4,333;1,235;4,76;1,167;4,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Tsonga J.W.;Stakhovsky S.;10;62;2875;708;6;3;6;4;6;4;;;;;3;0;1,08;7;1,08;7;1,071;7,5;1,129;7,47;1,125;5,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Baghdatis M.;Lorenzi P.;31;83;1215;580;6;2;6;4;6;4;;;;;3;0;1,03;11;1,05;8,5;1,05;8,5;1,043;16,25;1,03;10
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Ferrer D.;Gil F.;18;68;1825;645;6;0;6;0;2;0;;;;;2;0;1,08;7;1,09;6,75;1,111;6;1,121;7,83;1,125;5,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Tipsarevic J.;Harrison R.;36;341;1060;119;6;2;6;4;7;6;;;;;3;0;1,062;8;1,05;8,5;1,07;7,5;1,182;5,1;1,08;6,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Dodig I.;Ferrero J.C.;185;23;260;1555;2;6;1;6;6;4;6;1;6;1;3;2;3,5;1,28;3,14;1,33;3,5;1,286;3,72;1,332;3,25;1,286
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Llodra M.;Vassallo-Arguello M.;72;96;627;535;6;3;7;5;6;4;;;;;3;0;1,4;2,75;1,45;2,6;1,444;2,625;1,455;3,01;1,364;2,875
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Falla A.;Daniel M.;77;88;594;565;7;5;6;3;6;1;;;;;3;0;1,25;3,75;1,28;3,49;1,25;3,75;1,275;4,25;1,286;3,25
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Dent T.;Fognini F.;79;56;588;790;6;1;6;3;6;3;;;;;3;0;1,4;2,75;1,39;2,84;1,4;2,75;1,407;3,24;1,4;2,75
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Hajek J.;Ginepri R.;92;99;546;529;7;6;7;5;6;1;;;;;3;0;3,5;1,28;3,1;1,35;2,875;1,364;3,63;1,344;3;1,333
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Hanescu V.;Chela J.I.;47;76;905;611;6;4;6;3;7;6;;;;;3;0;1,5;2,5;1,35;3,2;1,53;2,38;1,498;2,84;1,533;2,375
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Montanes A.;Hernandez O.;32;71;1185;633;7;6;2;2;;;;;;;1;0;1,22;4;1,28;3,45;1,25;3,75;1,247;4,6;1,25;3,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Becker B.;Zemlja G.;38;169;1016;291;7;6;7;5;7;5;;;;;3;0;1,4;2,75;1,38;2,92;1,4;2,75;1,476;2,92;1,4;2,75
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Youzhny M.;Gasquet R.;20;52;1690;865;6;7;4;6;7;6;7;6;6;4;3;2;2,1;1,66;2,16;1,64;2,2;1,615;2,2;1,769;2,1;1,727
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Hewitt L.;Hocevar R.;22;194;1600;245;6;1;6;2;6;3;;;;;3;0;1,01;13;1,03;10,5;1,015;13;1,025;21;1,03;10
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Chiudinelli M.;Matosevic M.;58;180;775;270;7;6;7;6;4;6;6;3;;;3;1;1,22;4;1,25;3,75;1,286;3,5;1,275;4,24;1,25;3,5
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Robert S.;Starace P.;104;63;515;707;6;3;7;6;7;6;;;;;3;0;2,25;1,57;2,15;1,65;2,1;1,667;2,36;1,676;2,2;1,615
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Young D.;Rochus C.;195;85;244;575;1;6;7;5;6;2;6;4;;;3;1;1,66;2,1;1,7;2,1;1,667;2,1;1,833;2,11;1,667;2,1
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Djokovic N.;Gimeno-Traver D.;3;74;8310;613;7;5;6;3;6;2;;;;;3;0;1,01;15;1,01;14,32;1,01;17;1,015;41;1,01;17
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Berrer M.;Vliegen K.;66;112;653;485;6;1;6;2;6;1;;;;;3;0;1,22;4;1,21;4,15;1,286;3,5;1,29;4,09;1,286;3,25
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Istomin D.;Chardy J.;103;34;515;1090;6;2;6;2;6;0;;;;;3;0;3;1,36;3,15;1,33;3,4;1,3;3,14;1,426;3,25;1,286
Australian Open;19/01/2010;Grand Slam;Hard;1st Round;Almagro N.;Malisse X.;25;93;1305;541;7;6;6;4;2;6;4;6;7;6;3;2;1,9;1,8;1,87;1,87;1,833;1,833;2,04;1,885;1,8;1,909
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Gonzalez F.;Ilhan M.;11;154;2870;322;6;3;6;4;7;5;;;;;3;0;1,02;12;1,04;9,25;1,05;8,5;1,055;13,65;1,05;8
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Roddick A.;Bellucci T.;7;35;4510;1086;6;3;6;4;6;4;;;;;3;0;1,05;9;1,07;7,25;1,063;8;1,083;10,25;1,063;7,5
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Korolev E.;Berdych T.;53;21;860;1680;6;4;6;4;7;5;;;;;3;0;4;1,22;3,7;1,25;4,333;1,2;4,18;1,282;4;1,2
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Lopez F.;Schuettler R.;46;107;905;505;6;3;2;6;6;3;6;2;;;3;1;1,4;2,75;1,43;2,69;1,4;2,75;1,417;3,19;1,364;2,875
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Kohlschreiber P.;Odesnik W.;26;89;1260;559;6;4;3;6;6;3;6;2;;;3;1;1,25;3,75;1,26;3,65;1,286;3,5;1,313;3,88;1,364;2,875
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Nadal R.;Lacko L.;2;75;9310;612;6;2;6;2;6;2;;;;;3;0;1;21;1,01;13,5;1,01;17;1,018;36;1,005;21
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Isner J.;Sorensen L.;28;284;1260;156;6;3;7;6;7;5;;;;;3;0;1,11;6;1,14;5,2;1,111;6;1,174;5,96;1,125;5,5
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Ljubicic I.;Golubev A.;24;131;1405;407;6;3;3;6;6;2;6;3;;;3;1;1,5;2,5;1,48;2,53;1,444;2,625;1,61;2,51;1,444;2,625
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Wawrinka S.;Kunitsyn I.;19;100;1765;525;6;3;6;2;6;2;;;;;3;0;1,12;5,5;1,13;5,5;1,125;5,5;1,156;6,46;1,167;4,5
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Monfils G.;Veic A.;12;224;2610;208;6;4;6;4;6;4;;;;;3;0;1,04;10;1,05;7,75;1,04;9;1,044;16;1,05;8
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Mayer F.;Troicki V.;60;30;746;1220;4;6;6;4;7;6;6;1;;;3;1;2,75;1,4;2,85;1,4;2,75;1,4;3,28;1,4;2,75;1,4
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Serra F.;Nieminen J.;64;132;665;398;3;6;6;4;5;7;7;6;7;5;3;2;1,72;2;1,8;1,95;1,727;2;1,769;2,2;1,8;1,909
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Del Potro J.M.;Blake J.;5;45;6580;935;6;4;6;7;5;7;6;3;7;6;3;2;1,2;4,33;1,33;3,2;1,25;3,75;1,299;4,01;1,2;4
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Karlovic I.;Benneteau J.;39;43;1015;969;2;6;6;1;6;3;6;3;;;3;1;1,57;2,25;1,6;2,3;1,571;2,25;1,676;2,36;1,571;2,25
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Murray A.;Gicquel M.;4;57;6780;775;6;1;6;4;6;3;;;;;3;0;1,01;15;1,03;10,5;1,02;11;1,025;21;1,02;13
Australian Open;20/01/2010;Grand Slam;Hard;2nd Round;Cilic M.;Tomic B.;14;289;2430;150;6;7;6;3;4;6;6;2;6;4;3;2;1,1;6,5;1,07;7,5;1,1;6,5;1,109;8,5;1,125;6
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Davydenko N.;Marchenko I.;6;119;4930;455;6;3;6;3;6;0;;;;;3;0;1,01;15;1,02;11,5;1,02;11;1,017;41;1,02;11
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Almagro N.;Becker B.;25;38;1305;1016;6;4;6;2;3;6;4;6;6;3;3;2;1,66;2,1;1,7;2,1;1,667;2,1;1,709;2,3;1,727;2
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Istomin D.;Berrer M.;103;66;515;653;7;5;6;3;6;4;;;;;3;0;2,2;1,61;2,2;1,65;2,2;1,615;2,4;1,658;2,2;1,615
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Baghdatis M.;Ferrer D.;31;18;1215;1825;4;6;3;6;7;6;6;3;6;1;3;2;1,72;2;1,7;2,1;1,727;2;1,719;2,28;1,667;2,1
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Djokovic N.;Chiudinelli M.;3;58;8310;775;3;6;6;1;6;1;6;3;;;3;1;1,02;12;1,03;11;1,03;10;1,04;17;1,04;9
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Monaco J.;Llodra M.;33;72;1170;627;3;6;3;6;7;6;6;1;6;3;3;2;1,33;3,25;1,35;3,05;1,333;3,25;1,339;3,67;1,333;3,2
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Falla A.;Granollers M.;77;113;594;483;6;4;6;1;6;3;;;;;3;0;1,83;1,83;1,87;1,87;1,909;1,8;1,962;1,962;1,833;1,833
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Youzhny M.;Hajek J.;20;92;1690;546;6;2;6;1;6;1;;;;;3;0;1,14;5;1,14;5,21;1,143;5;1,148;6,73;1,182;4,333
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Kubot L.;Giraldo S.;86;114;573;483;6;4;3;6;6;3;6;1;;;3;1;1,61;2,2;1,7;2,1;1,727;2;1,685;2,35;1,571;2,25
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Haas T.;Tipsarevic J.;17;36;1855;1060;4;6;6;4;6;3;1;6;6;3;3;2;1,61;2,2;1,7;2,1;1,727;2;1,725;2,27;1,615;2,2
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Koubek S.;Dodig I.;134;185;377;260;7;6;6;1;6;2;;;;;3;0;1,72;2;1,75;2;1,727;2;1,794;2,16;1,667;2,1
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Hewitt L.;Young D.;22;195;1600;244;7;6;6;4;6;1;;;;;3;0;1,06;8;1,09;6,75;1,071;7,5;1,108;8,53;1,1;7
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Montanes A.;Robert S.;32;104;1185;515;4;6;6;7;6;2;6;3;6;2;3;2;1,66;2,1;1,65;2,15;1,66;2,1;1,725;2,27;1,615;2,2
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Tsonga J.W.;Dent T.;10;79;2875;588;6;4;6;3;6;3;;;;;3;0;1,12;5,5;1,12;5,64;1,083;7;1,156;6,46;1,1;6
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Federer R.;Hanescu V.;1;47;10550;905;6;2;6;3;6;2;;;;;3;0;1,01;15;1,01;13;1,01;13;1,014;46;1,02;11
Australian Open;21/01/2010;Grand Slam;Hard;2nd Round;Verdasco F.;Sergeyev I.;9;209;3300;225;6;1;6;2;6;2;;;;;3;0;1,02;12;1,05;8,5;1,02;11;1,025;21;1,05;8
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Roddick A.;Lopez F.;7;46;4510;905;6;7;6;4;6;4;7;6;;;3;1;1,08;7;1,1;6,25;1,1;6,5;1,096;9,3;1,1;7
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Gonzalez F.;Korolev E.;11;53;2870;860;6;7;6;3;1;6;6;3;6;4;3;2;1,22;4;1,2;4;1,22;4;1,325;3,78;1,222;4
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Murray A.;Serra F.;4;64;6780;665;7;5;6;1;6;4;;;;;3;0;1;21;1,02;11,5;1,015;13;1,019;33,5;1,02;13
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Isner J.;Monfils G.;28;12;1260;2610;6;1;4;6;7;6;7;6;;;3;1;2,62;1,44;2,6;1,45;2,625;1,444;2,67;1,549;2,75;1,444
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Del Potro J.M.;Mayer F.;5;60;6580;746;6;3;0;6;6;4;7;5;;;3;1;1,05;9;1,07;7,5;1,071;7,5;1,093;9,5;1,083;7,5
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Cilic M.;Wawrinka S.;14;19;2430;1765;4;6;6;4;6;3;6;3;;;3;1;1,66;2,1;1,75;2,05;1,66;2,1;1,763;2,21;1,727;2,1
Australian Open;22/01/2010;Grand Slam;Hard;3rd Round;Nadal R.;Kohlschreiber P.;2;26;9310;1260;6;4;6;2;2;6;7;5;;;3;1;1,04;10;1,03;10,5;1,04;9;1,068;11,75;1,04;10
